JointType,posX,posY,posZ,orientationW,orientationX,orientationY,orientationZ,elapsedInMillis
Neck,-0.03025105,0.5488127,2.958928,0.0338345,-0.0291425,0.989663,-0.1362833,25637.5959
Head,-0.009131718,0.6815423,2.905487,0,0,0,0,25637.5959
ShoulderLeft,-0.1991945,0.457832,2.973701,0.06514215,0.7404094,-0.6620805,0.09591568,25637.5959
ElbowLeft,-0.4320488,0.357756,2.975227,0.5106259,-0.3054464,0.2045393,0.7772564,25637.5959
WristLeft,-0.5343391,0.5288174,2.790292,0.6292689,-0.412129,0.6469883,-0.1248049,25637.5959
HandLeft,-0.579742,0.6096275,2.751482,0.6307244,-0.3128529,0.7101228,0.005941424,25637.5959
ShoulderRight,0.1559405,0.4550585,3.001133,0.1148879,0.748116,0.6523051,-0.04026395,25637.5959
ElbowRight,0.2980737,0.2706618,3.080013,-0.2699622,0.1812562,0.2281478,0.9177228,25637.5959
WristRight,0.4886156,0.3289421,2.995661,-0.5184262,0.5788702,0.6049039,0.1738812,25637.5959
HandRight,0.5625944,0.3747972,2.981733,-0.5325813,0.4364416,0.690267,0.2222776,25637.5959
HipLeft,-0.0761508,-0.03924775,3.045815,0.1159748,-0.6832928,0.6866785,-0.219393,25637.5959
KneeLeft,-0.153391,-0.3874615,2.924083,0.176614,-0.527226,-0.08268572,0.827045,25637.5959
AnkleLeft,-0.1213263,-0.7682325,3.034989,-0.1161283,-0.5846284,0.08957665,0.7979348,25637.5959
FootLeft,-0.140137,-0.830147,2.976735,0,0,0,0,25637.5959
HipRight,0.08522195,-0.03284046,3.056726,-0.05868623,0.6643515,0.7195907,-0.1933451,25637.5959
KneeRight,0.1895722,-0.3797027,2.964858,-0.1894524,0.6488619,1.028704E-05,0.7369437,25637.5959
AnkleRight,0.24888,-0.7397657,3.166247,0.1233777,0.6782399,0.2298656,0.6869719,25637.5959
FootRight,0.2589804,-0.8125841,3.134113,0,0,0,0,25637.5959
SpineShoulder,-0.02666972,0.4777812,2.979008,0.03286535,-0.03171807,0.9925044,-0.1133531,25637.5959
HandTipLeft,-0.6275496,0.6731992,2.744855,0,0,0,0,25637.5959
ThumbLeft,-0.5134676,0.615823,2.7292,0,0,0,0,25637.5959
HandTipRight,0.6371197,0.4115867,2.986227,0,0,0,0,25637.5959
ThumbRight,0.5214178,0.4084259,2.948938,0,0,0,0,25637.5959
SpineBase,0.009290352,-0.03296097,3.085028,0.03893769,-0.03854735,0.9942582,-0.09191562,25669.6707
SpineMid,-0.01172836,0.263483,3.028839,0.03391511,-0.03808258,0.9944422,-0.09210916,25669.6707
Neck,-0.0297862,0.5524012,2.959251,0.03083596,-0.03233375,0.990015,-0.1336938,25669.6707
Head,-0.006991596,0.6849241,2.904936,0,0,0,0,25669.6707
ShoulderLeft,-0.2018268,0.4719115,2.972901,0.0637335,0.7195554,-0.6853434,0.09209989,25669.6707
ElbowLeft,-0.44813,0.4182382,2.952619,0.5872285,-0.3335821,0.2214644,0.7034482,25669.6707
WristLeft,-0.5375359,0.5667906,2.771284,0.6433747,-0.4304386,0.6181629,-0.136624,25669.6707
HandLeft,-0.5624546,0.6330149,2.74866,0.6875501,-0.2326738,0.687759,0.01119615,25669.6707
ShoulderRight,0.1535053,0.4537479,3.001716,0.11409,0.7573984,0.6418,-0.03773495,25669.6707
ElbowRight,0.2768936,0.2577953,3.085584,-0.2256373,0.1791086,0.2264288,0.9304504,25669.6707
WristRight,0.481827,0.2839309,3.012994,-0.4348121,0.6377645,0.6087819,0.1832472,25669.6707
HandRight,0.5557386,0.322609,3.003019,-0.4552657,0.4726386,0.7231324,0.2154657,25669.6707
HipLeft,-0.06988265,-0.03629646,3.042511,-0.1252027,0.6854712,-0.6824802,0.2206227,25669.6707
KneeLeft,-0.1475561,-0.3860625,2.927792,0.1720948,-0.5284204,-0.0743094,0.8280298,25669.6707
AnkleLeft,-0.1213357,-0.7686664,3.034922,-0.1074189,-0.5878853,0.08957884,0.7967607,25669.6707
FootLeft,-0.1402127,-0.8302088,2.976728,0,0,0,0,25669.6707
HipRight,0.08871539,-0.02883204,3.054823,-0.05909103,0.6625462,0.7216472,-0.1917449,25669.6707
KneeRight,0.1931118,-0.375988,2.964772,-0.1878941,0.6433761,0.0004666063,0.742134,25669.6707
AnkleRight,0.249239,-0.7398325,3.16596,0.124426,0.6768582,0.2255882,0.6895586,25669.6707
FootRight,0.2591199,-0.8124084,3.134022,0,0,0,0,25669.6707
SpineShoulder,-0.02565726,0.481176,2.978995,0.02983589,-0.03469237,0.9927498,-0.11115,25669.6707
HandTipLeft,-0.6112349,0.7048814,2.739812,0,0,0,0,25669.6707
ThumbLeft,-0.4994372,0.6485962,2.7302,0,0,0,0,25669.6707
HandTipRight,0.6323006,0.3560318,3.017236,0,0,0,0,25669.6707
ThumbRight,0.5201043,0.3625835,2.956636,0,0,0,0,25669.6707
SpineBase,0.01203423,-0.0269978,3.081215,0.04056615,-0.03937829,0.9944631,-0.08858217,25704.5281
SpineMid,-0.00949352,0.2699523,3.026928,0.03357765,-0.03875489,0.9947236,-0.08885668,25704.5281
Neck,-0.02885832,0.5597793,2.959578,0.02825603,-0.0348343,0.9905881,-0.1293191,25704.5281
Head,-0.004756403,0.6916074,2.904382,0,0,0,0,25704.5281
ShoulderLeft,-0.2030415,0.4797831,2.972612,0.0611264,0.7183005,-0.6873466,0.08867131,25704.5281
ElbowLeft,-0.449772,0.4266524,2.950979,0.5966828,-0.308194,0.1977306,0.7140648,25704.5281
WristLeft,-0.5299661,0.606189,2.769103,0.7215199,-0.393852,0.5608511,-0.0986701,25704.5281
HandLeft,-0.5524863,0.6690621,2.751559,0.7532914,-0.2064865,0.6227521,0.04577322,25704.5281
ShoulderRight,0.1508621,0.4549662,3.000735,0.1093587,0.7690867,0.6286722,-0.03629972,25704.5281
ElbowRight,0.268629,0.2518814,3.088422,-0.2078139,0.1795975,0.2272007,0.9343115,25704.5281
WristRight,0.4600594,0.2556912,3.030664,-0.4155831,0.6629117,0.5803581,0.2258833,25704.5281
HandRight,0.541517,0.2853305,3.020247,-0.4400251,0.5198242,0.6900157,0.2450288,25704.5281
HipLeft,-0.06688596,-0.03105001,3.038607,-0.1276849,0.6886109,-0.6790647,0.2199611,25704.5281
KneeLeft,-0.143148,-0.3824786,2.930033,0.1683275,-0.5582659,-0.06240271,0.8100069,25704.5281
AnkleLeft,-0.1217694,-0.7677776,3.034547,-0.1009383,-0.5963635,0.0891064,0.7913419,25704.5281
FootLeft,-0.1396532,-0.8298037,2.976189,0,0,0,0,25704.5281
HipRight,0.09092927,-0.02230065,3.051169,-0.06143295,0.660573,0.7238799,-0.189386,25704.5281
KneeRight,0.1965164,-0.3699793,2.96707,-0.1840328,0.6346383,0.00539582,0.7505578,25704.5281
AnkleRight,0.2499608,-0.7399119,3.165619,0.1233501,0.6785826,0.2185293,0.6903298,25704.5281
FootRight,0.2591737,-0.8118322,3.133337,0,0,0,0,25704.5281
SpineShoulder,-0.02428443,0.4883131,2.978715,0.02737335,-0.03618317,0.9931901,-0.1073075,25704.5281
HandTipLeft,-0.5880792,0.7415691,2.74499,0,0,0,0,25704.5281
ThumbLeft,-0.4888731,0.6935661,2.7405,0,0,0,0,25704.5281
HandTipRight,0.6169466,0.310194,3.028189,0,0,0,0,25704.5281
ThumbRight,0.518366,0.3319068,2.976385,0,0,0,0,25704.5281
SpineBase,0.01584844,-0.01886492,3.076587,0.04179979,-0.03997215,0.9948003,-0.0838295,25737.5315
SpineMid,-0.006169645,0.2795095,3.024934,0.03289509,-0.03922031,0.9951346,-0.08418388,25737.5315
Neck,-0.026661,0.5712225,2.960748,0.02539207,-0.03674467,0.9914054,-0.1229652,25737.5315
Head,-0.002341251,0.6991993,2.905527,0,0,0,0,25737.5315
ShoulderLeft,-0.202476,0.4881512,2.974023,0.05900999,0.7237796,-0.6824983,0.08280668,25737.5315
ElbowLeft,-0.4492061,0.4322188,2.952862,0.5933386,-0.3057469,0.1944006,0.7188022,25737.5315
WristLeft,-0.5253991,0.6109619,2.775605,0.6768075,-0.3781391,0.6178463,-0.1311803,25737.5315
HandLeft,-0.5435997,0.6813331,2.759467,0.744328,-0.1642411,0.6469472,0.02145245,25737.5315
ShoulderRight,0.1487474,0.4590997,3.000407,0.1036247,0.782786,0.6126879,-0.03348938,25737.5315
ElbowRight,0.2624826,0.2502387,3.091116,-0.1963605,0.1732659,0.2261829,0.9382232,25737.5315
WristRight,0.4596309,0.2514944,3.034762,-0.4152622,0.6629094,0.5749951,0.2397687,25737.5315
HandRight,0.5417604,0.2727915,3.032259,-0.394237,0.5395927,0.6855853,0.2887728,25737.5315
HipLeft,-0.06296394,-0.0237187,3.033928,-0.1304238,0.6924009,-0.6752397,0.2182248,25737.5315
KneeLeft,-0.1396976,-0.376482,2.932472,0.1652443,-0.5870514,-0.04837858,0.7910275,25737.5315
AnkleLeft,-0.1218378,-0.7673668,3.034334,-0.09445109,-0.5987691,0.08780587,0.7904711,25737.5315
FootLeft,-0.1396532,-0.8298019,2.976192,0,0,0,0,25737.5315
HipRight,0.09440408,-0.01355625,3.046634,-0.06479738,0.6586922,0.7261615,-0.1860519,25737.5315
KneeRight,0.2009849,-0.3672968,2.970361,-0.1760251,0.6288701,0.01268154,0.7572164,25737.5315
AnkleRight,0.2522422,-0.7381388,3.165052,0.1256223,0.6905968,0.2116552,0.6800714,25737.5315
FootRight,0.2592239,-0.8110129,3.132698,0,0,0,0,25737.5315
SpineShoulder,-0.0217055,0.4992808,2.979025,0.02461528,-0.03725027,0.9938117,-0.1017093,25737.5315
HandTipLeft,-0.5830542,0.753453,2.753041,0,0,0,0,25737.5315
ThumbLeft,-0.4807183,0.6992883,2.747083,0,0,0,0,25737.5315
HandTipRight,0.6200715,0.2954828,3.046696,0,0,0,0,25737.5315
ThumbRight,0.5206724,0.3219036,2.988072,0,0,0,0,25737.5315
SpineBase,0.01625053,-0.01292963,3.072615,0.04274338,-0.03925446,0.9950454,-0.08072655,25769.5633
SpineMid,-0.005358438,0.285597,3.022852,0.03324394,-0.03848216,0.9954081,-0.08109754,25769.5633
Neck,-0.02582249,0.5772249,2.960505,0.0250337,-0.03688277,0.9917499,-0.1201871,25769.5633
Head,-0.001577595,0.7078122,2.90461,0,0,0,0,25769.5633
ShoulderLeft,-0.2026518,0.4966801,2.973244,0.05717957,0.7192818,-0.6877075,0.08014157,25769.5633
ElbowLeft,-0.4476337,0.4374415,2.952768,0.5889069,-0.3025174,0.1898877,0.7249928,25769.5633
WristLeft,-0.5209995,0.6154657,2.780625,0.6588117,-0.3676825,0.6407822,-0.1420384,25769.5633
HandLeft,-0.539745,0.690746,2.765943,0.7163292,-0.1509376,0.6808783,0.02224982,25769.5633
ShoulderRight,0.1478063,0.4654209,2.999433,0.1017471,0.7831645,0.6126269,-0.03145142,25769.5633
ElbowRight,0.2625527,0.2511026,3.091473,-0.1941476,0.1710846,0.2237538,0.9396653,25769.5633
WristRight,0.462057,0.2529333,3.034772,-0.4067143,0.6653433,0.5822341,0.2300112,25769.5633
HandRight,0.5438167,0.2840007,3.027338,-0.4306761,0.5092298,0.7010583,0.2524287,25769.5633
HipLeft,-0.06266266,-0.01734536,3.029721,-0.1330843,0.6911228,-0.6765624,0.2165671,25769.5633
KneeLeft,-0.1378808,-0.3725478,2.933794,0.1600162,-0.6130567,-0.03833157,0.772714,25769.5633
AnkleLeft,-0.1218777,-0.7672616,3.033626,-0.09073535,-0.6027559,0.08605091,0.7880659,25769.5633
FootLeft,-0.1391866,-0.8303442,2.975386,0,0,0,0,25769.5633
HipRight,0.09484259,-0.008185958,3.042898,-0.06591292,0.661879,0.7237673,-0.1836643,25769.5633
KneeRight,0.2034223,-0.3654869,2.972528,-0.1718353,0.6218588,0.01867742,0.7638163,25769.5633
AnkleRight,0.2531005,-0.7376276,3.164111,0.1239112,0.6901528,0.207837,0.682011,25769.5633
FootRight,0.2599674,-0.8095516,3.131548,0,0,0,0,25769.5633
SpineShoulder,-0.02083888,0.5053436,2.978337,0.02429317,-0.03705582,0.9941289,-0.09871409,25769.5633
HandTipLeft,-0.570117,0.7679817,2.76254,0,0,0,0,25769.5633
ThumbLeft,-0.4736307,0.6973284,2.750846,0,0,0,0,25769.5633
HandTipRight,0.6199515,0.2992123,3.046765,0,0,0,0,25769.5633
ThumbRight,0.5227388,0.328838,2.977599,0,0,0,0,25769.5633
SpineBase,0.01616178,-0.005942018,3.06898,0.04661868,-0.03744145,0.9953241,-0.07585967,25805.4798
SpineMid,-0.004370861,0.2940701,3.021954,0.03896534,-0.03685714,0.9956532,-0.07614528,25805.4798
Neck,-0.02378295,0.5879297,2.96302,0.03245604,-0.0355844,0.9924412,-0.1128752,25805.4798
Head,0.001279181,0.7205817,2.90948,0,0,0,0,25805.4798
ShoulderLeft,-0.2002363,0.5046628,2.973576,0.05031843,0.7235374,-0.6839374,0.07868398,25805.4798
ElbowLeft,-0.4361768,0.4392389,2.966771,0.5683032,-0.2956052,0.2085174,0.7390329,25805.4798
WristLeft,-0.5165206,0.6178063,2.789204,0.7179094,-0.390822,0.5677823,-0.09740353,25805.4798
HandLeft,-0.5399325,0.6887075,2.77675,0.7540376,-0.1650276,0.6322524,0.06670964,25805.4798
ShoulderRight,0.1516542,0.4754605,3.004223,0.1035731,0.7826533,0.6134498,-0.0201428,25805.4798
ElbowRight,0.2704604,0.2686861,3.092851,-0.213215,0.150644,0.219459,0.9400443,25805.4798
WristRight,0.484158,0.2882489,3.034765,-0.4242744,0.6349163,0.6033155,0.2299629,25805.4798
HandRight,0.5648906,0.3232421,3.027959,-0.4425832,0.4887327,0.7087841,0.2507701,25805.4798
HipLeft,-0.06215129,-0.009662774,3.025389,-0.1397296,0.6883873,-0.6780388,0.2164758,25805.4798
KneeLeft,-0.1361505,-0.3698876,2.938165,0.1514372,-0.6504613,-0.02269934,0.7439433,25805.4798
AnkleLeft,-0.1218246,-0.7668182,3.034165,-0.08564588,-0.6007117,0.08351866,0.790465,25805.4798
FootLeft,-0.1401237,-0.8313478,2.974546,0,0,0,0,25805.4798
HipRight,0.09419725,-0.001990377,3.039889,-0.06774753,0.6664013,0.7204916,-0.1794754,25805.4798
KneeRight,0.2048054,-0.3622673,2.978207,-0.1660127,0.6125379,0.02710053,0.7723359,25805.4798
AnkleRight,0.2531938,-0.7375849,3.16432,0.1200115,0.691573,0.2015102,0.6831673,25805.4798
FootRight,0.2598189,-0.8090435,3.13168,0,0,0,0,25805.4798
SpineShoulder,-0.01906242,0.5154492,2.979899,0.03180704,-0.03566532,0.9945665,-0.09248645,25805.4798
HandTipLeft,-0.5770801,0.767863,2.772592,0,0,0,0,25805.4798
ThumbLeft,-0.4753626,0.6941569,2.761,0,0,0,0,25805.4798
HandTipRight,0.6390297,0.3502961,3.042137,0,0,0,0,25805.4798
ThumbRight,0.5347792,0.3635176,2.977072,0,0,0,0,25805.4798
SpineBase,0.0159059,0.00313495,3.063721,0.04858398,-0.03628802,0.9955285,-0.07242801,25838.3983
SpineMid,-0.004013261,0.3045697,3.018596,0.04120827,-0.03575051,0.9958611,-0.07269482,25838.3983
Neck,-0.02311912,0.5989483,2.96159,0.03486244,-0.03548586,0.9927034,-0.1098419,25838.3983
Head,0.004577131,0.7316503,2.910621,0,0,0,0,25838.3983
ShoulderLeft,-0.1982692,0.5104672,2.973062,0.05024774,0.7338561,-0.6732613,0.07516424,25838.3983
ElbowLeft,-0.4318832,0.4377612,2.969838,0.5543009,-0.2959115,0.2101938,0.749003,25838.3983
WristLeft,-0.5126127,0.6123278,2.794408,0.7318522,-0.3968463,0.5474347,-0.08497522,25838.3983
HandLeft,-0.53864,0.6772987,2.784733,0.7582859,-0.1731299,0.6203007,0.1012698,25838.3983
ShoulderRight,0.1563947,0.485303,3.00478,0.1050568,0.7829733,0.6129599,-0.01399633,25838.3983
ElbowRight,0.3011296,0.3046802,3.086028,-0.2779789,0.1735293,0.2335948,0.91545,25838.3983
WristRight,0.4979324,0.3402374,3.019084,-0.482885,0.6043452,0.5925559,0.2246475,25838.3983
HandRight,0.5795194,0.3783141,3.012475,-0.4794858,0.4655241,0.6935282,0.2690712,25838.3983
HipLeft,-0.06219868,-5.011578E-05,3.019779,-0.1435747,0.6865143,-0.6794315,0.2155396,25838.3983
KneeLeft,-0.1348553,-0.3678663,2.942047,0.14015,-0.6880366,-0.00713076,0.711978,25838.3983
AnkleLeft,-0.1216788,-0.7636316,3.034204,-0.08198021,-0.6006074,0.08101406,0.7911932,25838.3983
FootLeft,-0.1402315,-0.8310916,2.974396,0,0,0,0,25838.3983
HipRight,0.09370384,0.0062802,3.035027,-0.06882568,0.67068,0.7170877,-0.1767384,25838.3983
KneeRight,0.2045534,-0.3608546,2.984634,-0.1542889,0.6219686,0.0402053,0.7666379,25838.3983
AnkleRight,0.2531544,-0.7375196,3.164276,0.1134557,0.6893181,0.1971205,0.6878312,25838.3983
FootRight,0.2606731,-0.8107823,3.130695,0,0,0,0,25838.3983
SpineShoulder,-0.01844068,0.5264306,2.978022,0.03426137,-0.03515099,0.9948194,-0.08902244,25838.3983
HandTipLeft,-0.5733227,0.751606,2.781732,0,0,0,0,25838.3983
ThumbLeft,-0.4720181,0.6979921,2.776111,0,0,0,0,25838.3983
HandTipRight,0.6540626,0.4075215,3.027718,0,0,0,0,25838.3983
ThumbRight,0.5562688,0.4283433,2.9696,0,0,0,0,25838.3983
SpineBase,0.01402842,0.01186432,3.060578,0.05467885,-0.03211453,0.9956563,-0.06817173,25871.2279
SpineMid,-0.003268293,0.3145508,3.01794,0.04670004,-0.03156732,0.9960625,-0.06842683,25871.2279
Neck,-0.01948716,0.6109303,2.963683,0.03964792,-0.03042558,0.9932814,-0.104376,25871.2279
Head,0.008680847,0.7457095,2.915546,0,0,0,0,25871.2279
ShoulderLeft,-0.1924901,0.5211734,2.974497,0.047363,0.7360054,-0.6714265,0.07238188,25871.2279
ElbowLeft,-0.4203616,0.4313341,2.976392,0.5229837,-0.298617,0.2076164,0.770851,25871.2279
WristLeft,-0.5091597,0.5937377,2.807372,0.7544038,-0.417219,0.50481,-0.04438508,25871.2279
HandLeft,-0.5429441,0.6517375,2.797208,0.7598541,-0.2200725,0.5914389,0.1561728,25871.2279
ShoulderRight,0.1628942,0.5007049,3.008533,0.1068334,0.7749804,0.6228596,-0.00616965,25871.2279
ElbowRight,0.317932,0.3346344,3.085815,-0.3174681,0.1518837,0.23065,0.9071637,25871.2279
WristRight,0.5545117,0.4110865,3.003318,-0.5032695,0.560751,0.6266145,0.1990788,25871.2279
HandRight,0.6076822,0.4490791,3.005124,-0.5012773,0.3689913,0.7343693,0.2706811,25871.2279
HipLeft,-0.06452729,0.01011617,3.015384,0.1486634,-0.6802678,0.6842926,-0.2165146,25871.2279
KneeLeft,-0.1333517,-0.3645616,2.951255,-0.1223393,0.7289875,-0.009179048,-0.6734435,25871.2279
AnkleLeft,-0.1210143,-0.7614287,3.03614,-0.0758856,-0.6028429,0.07433835,0.7907563,25871.2279
FootLeft,-0.1392531,-0.8292238,2.975757,0,0,0,0,25871.2279
HipRight,0.0922315,0.01349959,3.032971,-0.06724986,0.6791887,0.710869,-0.1698399,25871.2279
KneeRight,0.2043058,-0.3604361,2.999136,-0.1389537,0.6347439,0.05941521,0.7578007,25871.2279
AnkleRight,0.2528108,-0.7335407,3.166314,0.1055698,0.6946329,0.1890598,0.6860003,25871.2279
FootRight,0.2601078,-0.8090954,3.131499,0,0,0,0,25871.2279
SpineShoulder,-0.01558323,0.5378625,2.979381,0.03911119,-0.03056907,0.9952153,-0.0841572,25871.2279
HandTipLeft,-0.5847493,0.7276835,2.79979,0,0,0,0,25871.2279
ThumbLeft,-0.4803015,0.6705298,2.787,0,0,0,0,25871.2279
HandTipRight,0.6766758,0.4834569,3.022795,0,0,0,0,25871.2279
ThumbRight,0.5647088,0.4838396,2.963643,0,0,0,0,25871.2279
SpineBase,0.01335589,0.02414101,3.05653,0.05167945,-0.02437326,0.9963866,-0.06284001,25904.2814
SpineMid,0.0005041179,0.3268127,3.01751,0.04783425,-0.02413059,0.9965786,-0.0629336,25904.2814
Neck,-0.01080836,0.6237168,2.96701,0.04479433,-0.02196998,0.9939247,-0.09810442,25904.2814
Head,0.01253542,0.756633,2.919383,0,0,0,0,25904.2814
ShoulderLeft,-0.1862998,0.5303363,2.976102,0.04240081,0.7424513,-0.6647822,0.07094404,25904.2814
ElbowLeft,-0.3977852,0.4146621,2.983622,0.4719622,-0.2977665,0.1934765,0.8069409,25904.2814
WristLeft,-0.508996,0.5619994,2.822415,0.7547073,-0.4462495,0.4806332,0.01643718,25904.2814
HandLeft,-0.5514365,0.6226023,2.807005,0.7639565,-0.262012,0.5633143,0.1743478,25904.2814
ShoulderRight,0.1698919,0.5197427,3.011456,0.1058599,0.7642034,0.6362286,0.0004036288,25904.2814
ElbowRight,0.3476912,0.3751015,3.079833,-0.3804617,0.1573166,0.2299684,0.8818248,25904.2814
WristRight,0.5613975,0.4691433,2.995432,-0.4949961,0.5382165,0.6666134,0.1446666,25904.2814
HandRight,0.6177821,0.5152423,2.990915,-0.496195,0.3762335,0.7547606,0.2063377,25904.2814
HipLeft,-0.0655342,0.02233185,3.011917,0.1469814,-0.6815693,0.6844103,-0.213172,25904.2814
KneeLeft,-0.1327121,-0.3637162,2.958799,-0.1075853,0.7313085,-0.01710068,-0.6732911,25904.2814
AnkleLeft,-0.1210977,-0.7597947,3.03851,-0.07177213,-0.605528,0.06985024,0.789497,25904.2814
FootLeft,-0.1393222,-0.8289467,2.976266,0,0,0,0,25904.2814
HipRight,0.09191651,0.02538699,3.028464,-0.07403009,0.6818565,0.7085101,-0.1661473,25904.2814
KneeRight,0.2019155,-0.3586616,3.00938,-0.1199627,0.6563941,0.07405514,0.7411285,25904.2814
AnkleRight,0.2523349,-0.7321321,3.168223,0.09291568,0.6806341,0.1864507,0.7023816,25904.2814
FootRight,0.2574753,-0.7664822,3.056556,0,0,0,0,25904.2814
SpineShoulder,-0.008202156,0.5505165,2.981726,0.0443619,-0.02277029,0.9956862,-0.07824588,25904.2814
HandTipLeft,-0.6088415,0.6797023,2.804906,0,0,0,0,25904.2814
ThumbLeft,-0.4889825,0.6477797,2.795857,0,0,0,0,25904.2814
HandTipRight,0.6874474,0.5687474,3.005151,0,0,0,0,25904.2814
ThumbRight,0.5739809,0.5430316,2.950278,0,0,0,0,25904.2814
SpineBase,0.01170954,0.03295184,3.051715,0.04827273,-0.01934791,0.9970025,-0.05728283,25938.4006
SpineMid,0.001626734,0.3358037,3.016298,0.0452156,-0.01917219,0.9971458,-0.05734188,25938.4006
Neck,-0.007440865,0.6327978,2.969018,0.04273888,-0.01813536,0.9945685,-0.09315594,25938.4006
Head,0.01785403,0.7652131,2.92205,0,0,0,0,25938.4006
ShoulderLeft,-0.1818209,0.5347288,2.977443,0.03886442,0.751687,-0.6548323,0.06819775,25938.4006
ElbowLeft,-0.386553,0.4017859,2.987309,0.4332348,-0.3303392,0.2005667,0.8142214,25938.4006
WristLeft,-0.5088944,0.5167827,2.82329,0.7150158,-0.5044671,0.4834436,0.02339717,25938.4006
HandLeft,-0.5491266,0.5674779,2.810242,0.7326489,-0.2850014,0.589197,0.186673,25938.4006
ShoulderRight,0.1733562,0.5261679,3.0106,0.097974,0.7686644,0.6321045,-0.0002043127,25938.4006
ElbowRight,0.3703306,0.4116915,3.074325,-0.4430915,0.1695328,0.2484308,0.8445181,25938.4006
WristRight,0.562388,0.5225337,2.98169,-0.5364384,0.5054689,0.6654685,0.1178415,25938.4006
HandRight,0.6239086,0.5840749,2.973012,-0.5461543,0.3390332,0.7440313,0.1821797,25938.4006
HipLeft,-0.06763704,0.03207311,3.00757,0.1471595,-0.6794064,0.6881174,-0.2079556,25938.4006
KneeLeft,-0.1315744,-0.3633494,2.968165,-0.09019628,0.7327406,-0.02542835,-0.6740246,25938.4006
AnkleLeft,-0.1207586,-0.7579808,3.040187,-0.06539903,-0.6038117,0.06345282,0.7919016,25938.4006
FootLeft,-0.139407,-0.8275902,2.977431,0,0,0,0,25938.4006
HipRight,0.09072751,0.03315763,3.023224,-0.07959697,0.6870921,0.7034837,-0.1633386,25938.4006
KneeRight,0.2005779,-0.3580175,3.020682,-0.1031875,0.6656017,0.08934513,0.7337193,25938.4006
AnkleRight,0.2494195,-0.7315647,3.170635,0.08750203,0.6834139,0.1780801,0.7025498,25938.4006
FootRight,0.2541818,-0.7655989,3.058748,0,0,0,0,25938.4006
SpineShoulder,-0.005344845,0.5595785,2.98295,0.04241744,-0.01857233,0.9962454,-0.07315008,25938.4006
HandTipLeft,-0.6070581,0.6226005,2.803599,0,0,0,0,25938.4006
ThumbLeft,-0.4945019,0.6009812,2.7971,0,0,0,0,25938.4006
HandTipRight,0.6924458,0.640859,2.984209,0,0,0,0,25938.4006
ThumbRight,0.583075,0.6198306,2.941693,0,0,0,0,25938.4006
SpineBase,0.011484,0.03782631,3.050153,0.04879351,-0.01550191,0.9971768,-0.05493115,25970.3962
SpineMid,0.003680678,0.341182,3.01624,0.04709351,-0.01540825,0.9972585,-0.05495749,25970.3962
Neck,-0.002854223,0.6383138,2.970728,0.04586752,-0.01402165,0.9947506,-0.0903921,25970.3962
Head,0.02467581,0.7744285,2.927539,0,0,0,0,25970.3962
ShoulderLeft,-0.1768536,0.5403211,2.980772,0.04184589,0.7523058,-0.6544648,0.06293487,25970.3962
ElbowLeft,-0.3572499,0.3782442,3.000036,0.364124,-0.3250673,0.1852011,0.8529041,25970.3962
WristLeft,-0.4941868,0.4724768,2.847911,-0.6995319,0.5338855,-0.4687793,-0.07659923,25970.3962
HandLeft,-0.5445485,0.5168742,2.820277,0.7203687,-0.4006715,0.5355627,0.1835862,25970.3962
ShoulderRight,0.1830604,0.5361872,3.016209,0.1042123,0.7591214,0.6424993,0.008314937,25970.3962
ElbowRight,0.3852465,0.4386702,3.072399,-0.4851141,0.1471801,0.2322793,0.8300895,25970.3962
WristRight,0.5819018,0.5913365,2.972955,-0.499501,0.4599985,0.7315968,0.06054959,25970.3962
HandRight,0.6354291,0.6569574,2.964222,-0.4977989,0.3123551,0.7984993,0.1304972,25970.3962
HipLeft,-0.06770913,0.03746306,3.005924,0.1484671,-0.6774249,0.6898951,-0.2076002,25970.3962
KneeLeft,-0.1300223,-0.3626994,2.981648,-0.07413477,0.7358423,-0.03665187,-0.6720839,25970.3962
AnkleLeft,-0.1204585,-0.7574021,3.043001,-0.05646753,-0.6078292,0.05372326,0.7902334,25970.3962
FootLeft,-0.1384399,-0.8267642,2.979335,0,0,0,0,25970.3962
HipRight,0.09038378,0.0373731,3.021764,-0.08161179,0.6904414,0.700455,-0.1612241,25970.3962
KneeRight,0.1987799,-0.3549169,3.032781,-0.09025092,0.6663272,0.1004545,0.7333292,25970.3962
AnkleRight,0.2457225,-0.7298859,3.173198,0.08084678,0.6838002,0.1685346,0.7053207,25970.3962
FootRight,0.2509755,-0.76379,3.061268,0,0,0,0,25970.3962
SpineShoulder,-0.001394657,0.5651072,2.984213,0.04563043,-0.01447913,0.9963717,-0.0703681,25970.3962
HandTipLeft,-0.6121531,0.5668601,2.807222,0,0,0,0,25970.3962
ThumbLeft,-0.4987052,0.564247,2.805111,0,0,0,0,25970.3962
HandTipRight,0.6897348,0.7190934,2.973012,0,0,0,0,25970.3962
ThumbRight,0.5797694,0.6779863,2.920385,0,0,0,0,25970.3962
SpineBase,0.01210288,0.04093193,3.048252,0.05393882,-0.01108743,0.997117,-0.0522039,26004.3986
SpineMid,0.00703838,0.3465064,3.01589,0.04982533,-0.010872,0.997331,-0.05224919,26004.3986
Neck,0.004347985,0.6461262,2.9729,0.04611599,-0.006999739,0.9952546,-0.0853968,26004.3986
